Index,photo
73,https://upload.wikimedia.org/wikipedia/commons/a/a3/Bab_al-Nasr_in_2017%2C_photo_by_Hatem_Moushir_14.jpg
73,https://upload.wikimedia.org/wikipedia/commons/9/9f/Bab_al-Nasr_in_2017%2C_photo_by_Hatem_Moushir_20.jpg
73,https://upload.wikimedia.org/wikipedia/commons/6/60/Bab_al-Nasr_in_2017%2C_photo_by_Hatem_Moushir_17.jpg
74,https://upload.wikimedia.org/wikipedia/commons/b/b0/%D9%8BWadi_Degla_38.JPG
74,https://upload.wikimedia.org/wikipedia/commons/8/8e/Wadi_Degla_12.JPG
74,https://upload.wikimedia.org/wikipedia/commons/3/3c/Wadi_Degla_108.JPG
74,https://upload.wikimedia.org/wikipedia/commons/b/b5/Wadi_degla_protectorate_By_Hatem_Moushir_3.jpg
74,https://upload.wikimedia.org/wikipedia/commons/6/62/Wadi_Degla_Protectorate_By_Hatem_Moushir_4.jpg
74,https://upload.wikimedia.org/wikipedia/commons/8/85/Degla_Valley_Protectorate_2.jpg
74,https://upload.wikimedia.org/wikipedia/commons/3/34/Wadi_Degla_107.JPG
74,https://upload.wikimedia.org/wikipedia/commons/d/d3/Wadi_Degla_11.JPG
74,https://upload.wikimedia.org/wikipedia/commons/f/ff/Wadi_degla_protectorate_By_Hatem_Moushir_1.jpg
74,https://upload.wikimedia.org/wikipedia/commons/0/02/%D9%85%D8%AD%D9%85%D9%8A%D8%A9_%D9%88%D8%A7%D8%AF%D9%8A_%D8%AF%D8%AC%D9%84%D8%A9.jpg
74,https://upload.wikimedia.org/wikipedia/commons/a/a2/Wadi_Degla_94.JPG
74,https://upload.wikimedia.org/wikipedia/commons/7/7e/Wadi_Degla_Protectorate_By_Hatem_Moushir_8.jpg
74,https://upload.wikimedia.org/wikipedia/commons/9/92/%D9%8BWadi_Degla_31.JPG
74,https://upload.wikimedia.org/wikipedia/commons/5/52/%D9%8BWadi_Degla_36.JPG
74,https://upload.wikimedia.org/wikipedia/commons/3/3b/Wadi_Degla_Mohammed_Said_7.jpg
74,https://upload.wikimedia.org/wikipedia/commons/c/c5/Wadi_Degla_93.JPG
74,https://upload.wikimedia.org/wikipedia/commons/6/60/Wadi_Degla_82.JPG
74,https://upload.wikimedia.org/wikipedia/commons/f/fc/Degla_Valley_Protectorate_3.jpg
74,https://upload.wikimedia.org/wikipedia/commons/9/91/Wadi_Degla_76.JPG
74,https://upload.wikimedia.org/wikipedia/commons/7/76/Wadi_Degla_8.JPG
74,https://upload.wikimedia.org/wikipedia/commons/5/50/Wadi_Degla_71.JPG
74,https://upload.wikimedia.org/wikipedia/commons/a/ab/%D9%8BWadi_Degla_33.JPG
74,https://upload.wikimedia.org/wikipedia/commons/2/22/Wadi_Degla_4.JPG
74,https://upload.wikimedia.org/wikipedia/commons/0/0f/Wadi_Degla_66.JPG
74,https://upload.wikimedia.org/wikipedia/commons/a/af/Wadi_Degla_99.JPG
74,https://upload.wikimedia.org/wikipedia/commons/6/65/%D9%8BWadi_Degla_27.JPG
74,https://upload.wikimedia.org/wikipedia/commons/4/4f/%D9%8BWadi_Degla_47.JPG
74,https://upload.wikimedia.org/wikipedia/commons/7/77/01%D9%85%D8%AD%D9%85%D9%8A%D8%A9.jpg
74,https://upload.wikimedia.org/wikipedia/commons/3/3c/Wadi_degla_protectorate_By_Hatem_Moushir_2.jpg
74,https://upload.wikimedia.org/wikipedia/commons/d/d3/Wadi_Degla_Mohammed_Said_2.jpg
74,https://upload.wikimedia.org/wikipedia/commons/f/f7/Wadi_Degla_95.JPG
74,https://upload.wikimedia.org/wikipedia/commons/a/a5/Wadi_Degla_102.JPG
74,https://upload.wikimedia.org/wikipedia/commons/b/bd/Wadi_Degla_68.JPG
74,https://upload.wikimedia.org/wikipedia/commons/8/85/Wadi_Degla_98.JPG
74,https://upload.wikimedia.org/wikipedia/commons/4/4b/Wadi_Degla_92.JPG
74,https://upload.wikimedia.org/wikipedia/commons/4/4d/Wadi_Degla_96.JPG
74,https://upload.wikimedia.org/wikipedia/commons/4/4e/%D8%A7%D9%84%D9%81%D9%8A%D9%88%D9%85.jpg
74,https://upload.wikimedia.org/wikipedia/commons/5/59/%D9%8BWadi_Degla_32.JPG
74,https://upload.wikimedia.org/wikipedia/commons/9/96/%D9%8BWadi_Degla_40.JPG
74,https://upload.wikimedia.org/wikipedia/commons/9/9c/Wadi_Degla_6.JPG
74,https://upload.wikimedia.org/wikipedia/commons/2/23/Wadi_Degla_Mohammed_Said_5.jpg
74,https://upload.wikimedia.org/wikipedia/commons/f/ff/%D9%8BWadi_Degla_24.JPG
74,https://upload.wikimedia.org/wikipedia/commons/6/66/Wadi_Degla_10.JPG
74,https://upload.wikimedia.org/wikipedia/commons/8/87/Wadi_Degla_67.JPG
74,https://upload.wikimedia.org/wikipedia/commons/0/0a/%D9%85%D8%AD%D9%85%D9%8A%D8%A9.jpg
74,https://upload.wikimedia.org/wikipedia/commons/d/d8/Wadi_Degla_101.JPG
74,https://upload.wikimedia.org/wikipedia/commons/a/a1/Ptyodactylus_At_Wadi_Degla_by_Hatem_Moushir_%D9%A2.jpg
74,https://upload.wikimedia.org/wikipedia/commons/c/ce/%D9%8BWadi_Degla_45.JPG
74,https://upload.wikimedia.org/wikipedia/commons/1/17/Wadi_Degla_5.JPG
74,https://upload.wikimedia.org/wikipedia/commons/c/c6/Wadi_Degla_19.JPG
74,https://upload.wikimedia.org/wikipedia/commons/3/3e/%D9%8BWadi_Degla_23.JPG
74,https://upload.wikimedia.org/wikipedia/commons/8/8b/Wadi_Degla_77.JPG
74,https://upload.wikimedia.org/wikipedia/commons/a/a9/Wadi_Degla_75.JPG
74,https://upload.wikimedia.org/wikipedia/commons/d/d1/%D9%8BWadi_Degla_34.JPG
74,https://upload.wikimedia.org/wikipedia/commons/e/e4/%D9%8BWadi_Degla_57.JPG
74,https://upload.wikimedia.org/wikipedia/commons/1/18/Wadi_Degla.jpg
74,https://upload.wikimedia.org/wikipedia/commons/4/42/Wadi_Degla_72.JPG
74,https://upload.wikimedia.org/wikipedia/commons/6/6a/%D9%8BWadi_Degla_46.JPG
74,https://upload.wikimedia.org/wikipedia/commons/f/fd/Wadi_Degla_106.JPG
74,https://upload.wikimedia.org/wikipedia/commons/c/c5/Wadi_Degla_Protectorate_By_Hatem_Moushir_7.jpg
74,https://upload.wikimedia.org/wikipedia/commons/3/38/%D9%8BWadi_Degla_43.JPG
74,https://upload.wikimedia.org/wikipedia/commons/b/bd/Wadi_Degla_80.JPG
74,https://upload.wikimedia.org/wikipedia/commons/8/8f/Ptyodactylus_At_Wadi_Degla_by_Hatem_Moushir_1.jpg
74,https://upload.wikimedia.org/wikipedia/commons/e/e2/02%D9%85%D8%AD%D9%85%D9%8A%D8%A9.jpg
74,https://upload.wikimedia.org/wikipedia/commons/5/5b/Wadi_Degla_110.JPG
74,https://upload.wikimedia.org/wikipedia/commons/b/b3/Wadi_Degla_Mohammed_Said_11.jpg
74,https://upload.wikimedia.org/wikipedia/commons/5/58/%D9%8BWadi_Degla_21.JPG
75,http://upload.wikimedia.org/wikipedia/commons/2/29/0015_Qubbet_el-Hawa%2C_linkes_Nilufer%2C_Aswan_2010.jpg
75,https://upload.wikimedia.org/wikipedia/commons/e/e8/%D9%85%D9%82%D8%A7%D8%A8%D8%B1_%D8%A7%D9%84%D9%86%D8%A8%D9%84%D8%A7%D8%A1.jpg
75,https://upload.wikimedia.org/wikipedia/commons/a/aa/Images_from_Aswan_No_50.JPG
75,https://upload.wikimedia.org/wikipedia/commons/4/4a/%D9%86%D9%87%D8%B1_%D8%A7%D9%84%D9%86%D9%8A%D9%841.jpg
75,https://upload.wikimedia.org/wikipedia/commons/7/76/Tombes_nobles_Assouan6.JPG
75,https://upload.wikimedia.org/wikipedia/commons/8/8c/Zakaria_Photography-24.jpg
75,http://upload.wikimedia.org/wikipedia/commons/7/7b/Qubbet_el-Hawa_04.JPG
75,https://upload.wikimedia.org/wikipedia/commons/5/5b/Flickr_-_schmuela_-_IMG_6372.jpg
75,https://upload.wikimedia.org/wikipedia/commons/6/61/Tombes_nobles_Assouan2.JPG
75,https://upload.wikimedia.org/wikipedia/commons/a/a0/Nile_08_%283647297680%29.jpg
75,https://upload.wikimedia.org/wikipedia/commons/8/80/Tombes_nobles_Assouan4.JPG
75,https://upload.wikimedia.org/wikipedia/commons/1/13/Aswan_Botanical_Garden_Nile.jpg
75,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flickr_-_schmuela_-_IMG_6368.jpg
75,https://upload.wikimedia.org/wikipedia/commons/1/17/Qism_Aswan%2C_Aswan_Governorate%2C_Egypt_-_panoramio.jpg
75,http://upload.wikimedia.org/wikipedia/commons/1/19/Qubbet_el-Hawa_09.JPG
75,https://upload.wikimedia.org/wikipedia/commons/9/97/Flickr_-_schmuela_-_IMG_6926.jpg
75,http://upload.wikimedia.org/wikipedia/commons/2/28/Syene2.jpg
75,https://upload.wikimedia.org/wikipedia/commons/1/1f/Assuan_12.jpg
75,https://upload.wikimedia.org/wikipedia/commons/c/c4/%D0%90%D1%81%D1%83%D0%B0%D0%BD._%D0%92%D0%B7%D0%B3%D0%BB%D1%8F%D0%B4_%D1%81_%D0%9D%D0%B8%D0%BB%D0%B0.Eg2010_1907WI.jpg
75,http://upload.wikimedia.org/wikipedia/commons/0/0c/Qubbet_el-Hawa_10.JPG
75,https://upload.wikimedia.org/wikipedia/commons/9/98/Assuan_9752.JPG
75,http://upload.wikimedia.org/wikipedia/commons/4/4b/Aswan_left_bank_of_Nile_with_tombs.jpg
75,http://upload.wikimedia.org/wikipedia/commons/7/79/Assuan_9776.JPG
75,http://upload.wikimedia.org/wikipedia/commons/5/53/Qubbet_el-Hawa_03.JPG
75,https://upload.wikimedia.org/wikipedia/commons/e/e5/Flickr_-_Gaspa_-_Aswan%2C_West_Bank_%281%29.jpg
75,http://upload.wikimedia.org/wikipedia/commons/b/be/Assuan_20.jpg
75,https://upload.wikimedia.org/wikipedia/commons/2/2a/Cimeti%C3%A8res_des_nobles_Qubbet_el-Hawa.jpg
75,https://upload.wikimedia.org/wikipedia/commons/1/1d/Feluccas_sailing_the_Nile_at_Aswan_-_panoramio.jpg
75,http://upload.wikimedia.org/wikipedia/commons/e/eb/Qubbet_el-Hawa_08.JPG
75,http://upload.wikimedia.org/wikipedia/commons/5/55/Assuan_14.jpg
75,https://upload.wikimedia.org/wikipedia/commons/e/e3/Serenity_over_the_Nile.JPG
75,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flickr_-_Gaspa_-_Aswan%2C_West_bank.jpg
75,http://upload.wikimedia.org/wikipedia/commons/f/fb/QubbetHawaSouth.jpg
75,http://upload.wikimedia.org/wikipedia/commons/d/df/QubbetHawaNorth.jpg
75,https://upload.wikimedia.org/wikipedia/commons/3/31/Aswan_on_the_Nile%2C_West_Bank%2C_Egypt_-_panoramio.jpg
75,https://upload.wikimedia.org/wikipedia/commons/f/f4/Assuan_19.jpg
75,https://upload.wikimedia.org/wikipedia/commons/e/e3/Zakaria-Photography-601.jpg
75,https://upload.wikimedia.org/wikipedia/commons/3/3a/%D9%86%D9%87%D8%B1_%D8%A7%D9%84%D9%86%D9%8A%D9%84_%D9%84%D9%8A%D9%84%D8%A7%22.jpg
75,https://upload.wikimedia.org/wikipedia/commons/0/00/Assuan_02.jpg
75,https://upload.wikimedia.org/wikipedia/commons/1/16/Felukenboot_mit_der_Seteesegel_auf_dem_Nil..5_-1-origWI.jpg
75,https://upload.wikimedia.org/wikipedia/commons/2/24/Tombes_des_nobles_-_panoramio.jpg
75,http://upload.wikimedia.org/wikipedia/commons/8/8a/0012_0015_Qubbet_el-Hawa%2C_linkes_Nilufer%2C_Aswan_2010.jpg
75,https://upload.wikimedia.org/wikipedia/commons/e/e9/Aswan%2C_Nile_River_%26_Agha_Khan_Monument_%284370642373%29.jpg
75,http://upload.wikimedia.org/wikipedia/commons/b/ba/Assuan_17.jpg
75,https://upload.wikimedia.org/wikipedia/commons/6/60/El_hawa_Mountain.jpg
75,https://upload.wikimedia.org/wikipedia/commons/7/72/Feluka1.jpg
75,https://upload.wikimedia.org/wikipedia/commons/2/26/Flickr_-_Gaspa_-_Aswan%2C_West_Bank.jpg
75,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flickr_-_schmuela_-_IMG_6366.jpg
75,https://upload.wikimedia.org/wikipedia/commons/d/d5/Flickr_-_schmuela_-_IMG_6370.jpg
75,https://upload.wikimedia.org/wikipedia/commons/6/62/Qubbet_el-Hawa_%D9%82%D8%A8%D8%A9_%D8%A3%D8%A8%D9%88_%D8%A7%D9%84%D9%87%D9%88%D8%A7.jpg
75,https://upload.wikimedia.org/wikipedia/commons/1/15/Tombes_nobles_Assouan5.JPG
75,https://upload.wikimedia.org/wikipedia/commons/a/a2/Tombes_nobles_Assouan1.JPG
75,http://upload.wikimedia.org/wikipedia/commons/e/ec/Qubbet_el-Hawa_05.JPG
76,http://upload.wikimedia.org/wikipedia/commons/8/82/Dendera_Tempelkomplex_Brunnen_01.jpg
76,http://upload.wikimedia.org/wikipedia/commons/7/71/SFEC-DENDERA-2010-112.JPG
76,http://upload.wikimedia.org/wikipedia/commons/9/98/Dendera_Tempel_34.jpg
76,https://upload.wikimedia.org/wikipedia/commons/c/cf/Complexe_de_Denderah.jpg
76,https://upload.wikimedia.org/wikipedia/commons/e/e9/Flickr_-_Gaspa_-_Dendara%2C_tempio_di_Hator_%2846%29.jpg
76,http://upload.wikimedia.org/wikipedia/commons/e/ef/Dendera_Tempelkomplex_11.jpg
76,https://upload.wikimedia.org/wikipedia/commons/6/68/Ptolemaic_Birth_House_at_Dendera_%28II%29.jpg
76,http://upload.wikimedia.org/wikipedia/commons/9/9d/Dendera_Tempel_39.jpg
76,https://upload.wikimedia.org/wikipedia/commons/8/85/Dendera_Temple_complex_%282007-05-311%29_%281241076587%29.jpg
76,https://upload.wikimedia.org/wikipedia/commons/c/cd/Flickr_-_Gaspa_-_Dendara%2C_tempio_di_Hator_%2860%29.jpg
76,https://upload.wikimedia.org/wikipedia/commons/c/c3/Dendera_Temple_complex%2C_Temple_of_Hathor_-_panoramio_%2819%29.jpg
76,https://upload.wikimedia.org/wikipedia/commons/2/2e/Flickr_-_Gaspa_-_Dendara%2C_tempio_di_Hator_%284%29.jpg
76,https://upload.wikimedia.org/wikipedia/commons/d/dd/Dendera-Tempel_2016-03-26c.jpg
76,http://upload.wikimedia.org/wikipedia/commons/c/c9/Dendera_Tempelkomplex_02.JPG
76,http://upload.wikimedia.org/wikipedia/commons/f/f6/Dendera_Tempel_37.jpg
76,https://upload.wikimedia.org/wikipedia/commons/d/da/Egypt.Dendera.Hathor.01.jpg
76,https://upload.wikimedia.org/wikipedia/commons/8/8d/Flickr_-_Gaspa_-_Dendara%2C_tempio_di_Hator_%2862%29.jpg
76,http://upload.wikimedia.org/wikipedia/commons/5/5b/Dendera_Tempelkomplex_13.jpg
76,https://upload.wikimedia.org/wikipedia/commons/3/31/Flickr_-_Gaspa_-_Dendara%2C_tempio_di_Hator_%2817%29.jpg
76,http://upload.wikimedia.org/wikipedia/commons/8/8a/Dendera_Tempelkomplex_04.JPG
76,https://upload.wikimedia.org/wikipedia/commons/e/e2/Flickr_-_Gaspa_-_Dendara%2C_tempio_di_Hator_%2865%29.jpg
76,http://upload.wikimedia.org/wikipedia/commons/c/c9/Dendera_Tempelkomplex_12.jpg
77,https://upload.wikimedia.org/wikipedia/commons/3/3b/Borg_El_Arab_Stadium_-_EGY_v_TOG_1.jpg
77,http://upload.wikimedia.org/wikipedia/commons/5/57/Borg_El_Arab_Stadium_under_construction_2.JPG
77,https://upload.wikimedia.org/wikipedia/commons/4/4a/Borg_El_Arab_Stadium_1.jpg
77,https://upload.wikimedia.org/wikipedia/commons/d/d1/Borgelarabstadium2009.jpg
77,https://upload.wikimedia.org/wikipedia/commons/7/70/Borg_El_Arab_Stadium%2C_2017.jpg
78,https://upload.wikimedia.org/wikipedia/commons/3/36/Satellite_pyramid_of_Anchenespepi_III.jpg
78,https://upload.wikimedia.org/wikipedia/commons/e/e9/021_Pepi_I_2.jpg
78,https://upload.wikimedia.org/wikipedia/commons/6/64/021_Pepi_I.jpg
78,https://upload.wikimedia.org/wikipedia/commons/c/cd/Pyramid_of_Anchenespepi_II.jpg
79,https://upload.wikimedia.org/wikipedia/commons/e/ea/Al-Gamaliyia_in_2017%2C_photo_by_Hatem_Moushir_23.jpg
79,https://upload.wikimedia.org/wikipedia/commons/2/27/Bab_Elftoo7.jpg
79,https://upload.wikimedia.org/wikipedia/commons/5/58/Cairo%2C_porte_settentrionali%2C_03_piattabanda.JPG
79,https://upload.wikimedia.org/wikipedia/commons/b/b4/Bab_al_futuh_name_plate.jpg
79,https://upload.wikimedia.org/wikipedia/commons/b/b0/Cairo_-_Bab_al-Futuh_04.jpg
79,https://upload.wikimedia.org/wikipedia/commons/5/5d/Cairo_-_Bab_al-Futuh_02.jpg
79,https://upload.wikimedia.org/wikipedia/commons/7/70/Kairo_Bab_El_Fotouh_BW_1.jpg
79,https://upload.wikimedia.org/wikipedia/commons/5/50/Cairo%2C_porte_settentrionali%2C_04_porta_chiodata.JPG
79,https://upload.wikimedia.org/wikipedia/commons/4/4a/Cairo_%281546785753%29.jpg
79,https://upload.wikimedia.org/wikipedia/commons/6/60/Cairo_-_Bab_al-Futuh_03.jpg
79,https://upload.wikimedia.org/wikipedia/commons/3/3f/Bab_el-Footoh_%281878%29_-_TIMEA.jpg
79,https://upload.wikimedia.org/wikipedia/commons/a/ab/Ancient_monuments_08.jpg
79,https://upload.wikimedia.org/wikipedia/commons/b/b2/Bab_Elfetooh.jpg
80,http://upload.wikimedia.org/wikipedia/commons/0/06/Memnon_17.jpg
80,http://upload.wikimedia.org/wikipedia/commons/d/dc/Memnonkolosse_0483.JPG
80,https://upload.wikimedia.org/wikipedia/commons/e/e6/The_Colossi_of_Memnon_%282429008512%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/e/e7/By_ovedc_-_Colossi_of_Memnon_-_03.jpg
80,https://upload.wikimedia.org/wikipedia/commons/9/93/Les_juges%2C_Noel_2008_-_panoramio.jpg
80,http://upload.wikimedia.org/wikipedia/commons/1/16/Colossi_of_Memnon_East_01.jpg
80,https://upload.wikimedia.org/wikipedia/commons/f/f6/Collussi_of_Memni.jpg
80,https://upload.wikimedia.org/wikipedia/commons/7/7a/The_Colossi_of_Memnon_%282429005782%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/8/87/By_ovedc_-_Colossi_of_Memnon_-_10.jpg
80,https://upload.wikimedia.org/wikipedia/commons/a/a4/Colosos_de_memnon-2007_%283%29.JPG
80,https://upload.wikimedia.org/wikipedia/commons/b/b2/By_ovedc_-_Colossi_of_Memnon_-_17.jpg
80,https://upload.wikimedia.org/wikipedia/commons/9/94/Egypt%2C_Luxor_%28The_Colossi_of_Memnon%29_-_panoramio_-_Alx_R_%281%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/3/34/Colossi_of_Memnon%2C_Luxor_Egypt_-_panoramio_%281%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/e/e7/By_ovedc_-_Colossi_of_Memnon_-_15.jpg
80,https://upload.wikimedia.org/wikipedia/commons/7/74/By_ovedc_-_Colossi_of_Memnon_-_07.jpg
80,https://upload.wikimedia.org/wikipedia/commons/0/06/Colossi_of_Memnon%2C_Luxor_-_panoramio.jpg
80,https://upload.wikimedia.org/wikipedia/commons/7/70/S_F-E-CAMERON_2006-10-EGYPT-WESTBANK-0052.JPG
80,https://upload.wikimedia.org/wikipedia/commons/f/fe/%C3%84gypten_1999_%28360%29_Theben_West-_Memnonkolosse_%2828916541390%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/0/02/Al_Bairat%2C_Luxor%2C_Luxor_Governorate%2C_Egypt_-_panoramio_%2854%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/e/e4/%C3%84gypten_1999_%28358%29_Theben_West-_Memnonkolosse_%2828584091233%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/8/83/By_ovedc_-_Colossi_of_Memnon_-_06.jpg
80,https://upload.wikimedia.org/wikipedia/commons/8/88/%C3%84gypten_1999_%28357%29_Theben_West-_Memnonkolosse_%2829125888021%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/5/5d/Al_Bairat%2C_Luxor%2C_Luxor_Governorate%2C_Egypt_-_panoramio_%2856%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/5/52/Mnemoni_kolossid_-_panoramio.jpg
80,http://upload.wikimedia.org/wikipedia/commons/a/a3/Colossi_of_Memnon_2.jpg
80,https://upload.wikimedia.org/wikipedia/commons/c/c8/The_colossi_of_memnon.jpg
80,https://upload.wikimedia.org/wikipedia/commons/4/48/Memnon-Kolosse._Eg2010_1130BEWI2.jpg
80,https://upload.wikimedia.org/wikipedia/commons/4/41/Egypt-4B-054_-_Colossi_of_Memnon.jpg
80,http://upload.wikimedia.org/wikipedia/commons/6/68/Colossi_of_Memnon_R02.jpg
80,https://upload.wikimedia.org/wikipedia/commons/7/74/Memnonkolosse-luxor_1-830x585.jpg
80,https://upload.wikimedia.org/wikipedia/commons/b/ba/The_Witness._Colossi_of_Memnon._Egypt.jpg
80,http://upload.wikimedia.org/wikipedia/commons/5/53/EGYPT-AMENHOTEPIII.JPG
80,https://upload.wikimedia.org/wikipedia/commons/7/72/The_Colossi_of_Memnon_%282429014398%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/9/9d/Egypt%2C_Luxor_%28The_Colossi_of_Memnon%29_-_panoramio_-_Alx_R_%282%29.jpg
80,http://upload.wikimedia.org/wikipedia/commons/7/71/Memnonkolossen.jpg
80,https://upload.wikimedia.org/wikipedia/commons/c/c1/By_ovedc_-_Colossi_of_Memnon_-_09.jpg
80,https://upload.wikimedia.org/wikipedia/commons/1/1f/Colossi_of_Memnon.jpg
80,https://upload.wikimedia.org/wikipedia/commons/1/19/%D8%A7%D9%84%D8%A7%D9%82%D8%B5%D8%B1-%D8%AA%D9%85%D8%AB%D8%A7%D9%84%D8%A7_%D9%85%D9%85%D9%86%D9%88%D9%86.jpg
80,https://upload.wikimedia.org/wikipedia/commons/7/76/Colosos_de_Mennon_-_Cerca_de_Luxor%2C_Egipto._-_panoramio.jpg
80,https://upload.wikimedia.org/wikipedia/commons/b/b6/Northern_Statue_of_Memnon_Colossi_with_doves_and_one_person_%28April_2018%29.jpg
80,http://upload.wikimedia.org/wikipedia/commons/c/c7/Memnon_082005_03.jpg
80,https://upload.wikimedia.org/wikipedia/commons/7/70/The_Colossi_of_Memnon_%282428200495%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/a/ac/Egypt%2C_Luxor_%28The_Colossi_of_Memnon%29_-_panoramio_-_Alx_R.jpg
80,https://upload.wikimedia.org/wikipedia/commons/5/5d/Memnon_08.jpg
80,http://upload.wikimedia.org/wikipedia/commons/3/38/Memnonkolosse%2C_rechter_Koloss_0486.JPG
80,https://upload.wikimedia.org/wikipedia/commons/7/7b/Colossi_of_Memnon_-_panoramio.jpg
80,http://upload.wikimedia.org/wikipedia/commons/0/02/Memnon-Edit-3.jpg
80,https://upload.wikimedia.org/wikipedia/commons/c/c9/Colossi_di_Memnone_3.jpg
80,http://upload.wikimedia.org/wikipedia/commons/8/85/Colossi_of_Memnon_East_02.jpg
80,https://upload.wikimedia.org/wikipedia/commons/1/1a/%C3%84gypten_1999_%28361%29_Theben_West-_Memnonkolosse_%2829097108342%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/2/29/COLOSSI_OF_MEMNON-2.jpg
80,http://upload.wikimedia.org/wikipedia/commons/8/8d/Colossi_of_Memnon_West_02.jpg
80,https://upload.wikimedia.org/wikipedia/commons/8/8b/Memnon_12.JPG
80,https://upload.wikimedia.org/wikipedia/commons/9/95/%D8%AA%D9%85%D8%AB%D8%A7%D9%84%D9%8A%D9%86_%D9%85%D9%85%D9%86%D9%88%D9%86_%D8%BA%D8%B1%D8%A8_%D9%85%D8%AF%D9%8A%D9%86%D8%A9_%D8%A7%D9%84%D8%A7%D9%82%D8%B5%D8%B1.JPG
80,https://upload.wikimedia.org/wikipedia/commons/d/d0/Memnon_06.jpg
80,https://upload.wikimedia.org/wikipedia/commons/d/d7/Colosos_de_memnon-2007_%284%29.JPG
80,https://upload.wikimedia.org/wikipedia/commons/6/69/Colossi_di_Memnone_4.jpg
80,https://upload.wikimedia.org/wikipedia/commons/1/17/Al_Bairat%2C_Luxor%2C_Luxor_Governorate%2C_Egypt_-_panoramio_%288%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/f/f5/Memnon_01.jpg
80,http://upload.wikimedia.org/wikipedia/commons/5/5c/Teby_Kolosy_Memnona_C18-04.jpg
80,https://upload.wikimedia.org/wikipedia/commons/c/ce/Memnon_kolosserne_-_panoramio.jpg
80,https://upload.wikimedia.org/wikipedia/commons/7/75/Memnon_07.jpg
80,https://upload.wikimedia.org/wikipedia/commons/3/35/Memnon-Koloss.jpg
80,https://upload.wikimedia.org/wikipedia/commons/d/d9/Colossi_of_Memnon_%E9%96%80%E8%BE%B2%E5%B7%A8%E5%83%8F_-_panoramio.jpg
80,https://upload.wikimedia.org/wikipedia/commons/f/f7/Memnon_Kolos_right.jpg
80,https://upload.wikimedia.org/wikipedia/commons/a/a6/Al_Bairat%2C_Luxor%2C_Luxor_Governorate%2C_Egypt_-_panoramio_%286%29.jpg
80,https://upload.wikimedia.org/wikipedia/commons/b/bc/The_Colossi_of_Memnon_%282429009960%29.jpg
